CCT8,-1.0921748108,-0.2973263681,0.2266080633,0.1606088229,0.0980220408
GMPS,-1.0888341054,-0.0159377259,0.0379117494,0.5595100422,0.2889586706
NCL,-1.0858641637,-0.3899541283,0.0250804235,0.3046795126,0.4060065773
IMPDH2,-1.083198879,-0.2937086526,0.3921146516,0.0161916532,0.1512645259
HNRPU,-1.081402137,-0.2204832854,0.329187894,0.3133827902,0.1446323302
VDAC1,-1.0785574367,-0.0270781132,0.4510662736,0.6238054317,0.1427353514
LDHB,-1.0779322319,-0.1417748312,0.3550997182,0.2760777914,0.23017032
GABRE,-1.0759382938,-1.1278286157,-0.0708248882,0.0389312905,0.1100383885
CNN2,-1.0685479246,0.218763598,0.1796842568,-0.3952919227,0.2132487201
HSPH1,-1.0684152822,-0.086245139,0.3526933805,-0.216914563,-0.0388191337
HNRPM,-1.0661123136,-0.446582316,0.236254007,0.1705684033,0.1238628259
RPS6,-1.0626961888,-0.1902828105,0.0404908882,0.3158412641,0.1947571292
ALK,-1.0611202472,-0.4690001596,0.1494106282,0.146512063,0.221019389
PPIAL4,-1.0585150865,-0.2902799114,0.2480414133,0.2862723213,0.1638444345
EEF2,-1.0527484159,-0.3038112908,0.1193224722,0.253039731,0.1395548782
PSMC3,-1.05237813,-0.852813582,-0.0830456606,0.7338299199,0.0698192006
ADA,-1.05218809,-0.3019493461,0.0722534019,0.4002094766,0.3246096786
CCT6A,-1.0440966419,-0.4148747201,0.2138883357,0.0130601055,0.2207417053
HCLS1,-1.0425923081,-0.7899680924,0.3536048278,0.5119318308,0.6079799167
ACTN4,-1.0399079097,-0.0675818067,0.8784503106,-1.1885692739,0.1424489579
RPL12,-1.0363670743,-0.3508404416,-0.1270024875,0.3530634125,-5.7874041669
C17orf25,-1.0298750472,-0.9483575105,0.1686767852,1.0112357562,0.0368767658
KPNB1,-1.0293590178,-0.2496668896,0.4439784157,0.0103032161,-0.4496126071
HNRPH1,-1.0272886592,0.0434785476,0.1380598062,0.0154841459,0.0775395991
LSM2,-1.023783514,-0.4668687478,0.0686827046,-0.6150790032,-0.2398042107
PA2G4,-1.0230758368,-0.0306697748,0.1523822994,-0.2523600543,0.2880019306
MYH9,-1.0217929788,-0.3070121047,0.0140091019,-0.0816927124,0.1437588722
,-1.01932397,-0.3498356986,0.0761383291,-0.1043392122,0.2376189359
TUBA1,-1.0144108022,-0.1669610462,0.0765771148,-0.0723492643,0.0367465974
XRCC6,-1.0129993134,-0.1644609171,0.1365981493,0.2711871271,0.2379904221
PFN1,-1.0123107258,-0.4392773584,-0.0078106224,0.1109003511,-0.0376963486
ANP32E,-1.011988868,-0.2985176006,0.5010657571,0.2794553751,0.213557726
PTGES3,-1.0055717069,0.1716220627,0.3471553866,0.7953575811,0.3743009522
BLVRA,-1.0029883063,-0.9038828796,0.0258257293,1.0172303144,0.3212030227
GART,-1.0027819792,-0.1328548978,0.0097338498,0.4514977263,0.4279741478
HNRPA2B1,-1.0023176267,-0.2961072587,-0.0666299545,0.416270106,0.2759685433
YWHAQ,-0.998620263,-0.0399016339,-0.0536270109,0.2094891329,0.3917528024
,-0.9954039844,-0.5642907962,0.2099436653,0.356077578,0.2628611512
EIF3S2,-0.9939641193,-0.6398981917,-0.0936111573,0.3153032465,0.172970707
PSMA1,-0.9854958717,-0.3638570788,0.0213588915,0.1380059052,0.0908247283
PAK2,-0.9830691756,-0.6312475309,0.2460646358,-0.5816921879,0.239403137
DNAJA2,-0.981520571,-0.5393505064,-0.7045109926,-0.1246236918,-1.2991460934
XRCC5,-0.9792117129,-0.1941910795,-0.1102509785,0.2262592666,0.0718525896
RBM3,-0.9786179781,-0.8552614411,0.2949053563,0.1362529311,-0.1654441573
STMN2,-0.977347569,0.0086925111,1.0880440588,0.4399854342,1.0098928962
RPL11,-0.9741349499,-0.461353133,-0.0285527829,-0.0616171665,0.4009093288
TUBB2C,-0.9726405877,-0.2759012605,-0.1970428749,0.0957980179,0.0436199051
SNRPD2,-0.9698238882,-0.1597287315,0.4457911018,0.0496746184,0.110829587
DNAJA1,-0.968706719,0.0157949111,-0.3056784498,0.5740162211,-0.3791486376
RPS14,-0.9652607984,-0.9488102489,0.2111833423,0.2148428174,0.3541327945
CAND2,-0.9608117842,-0.1819598055,0.5886568364,0.1687990394,0.3768009995
TMSL3,-0.9556526874,-0.0144520338,0.229627299,-0.0650572441,0.3090572821
IFI16,-0.9446495064,-0.4861714874,0.0509502705,-0.7907450965,0.3826111254
ESD,-0.940448549,-0.0775475857,0.1037771747,0.4168450047,0.3824588093
TUBB,-0.9394686834,-0.7515533467,-0.0108650113,-0.4029589841,0.0739339568
ARHGDIA,-0.9336207206,-0.6377484071,0.1801215512,0.3884650222,0.2310553889
DIAPH1,-0.9331000722,-0.0450909976,0.1879149021,0.3303073716,0.3503660313
TLN1,-0.9305552692,-0.4414255249,-0.0333603498,0.3924951872,0.5572114815
FUBP1,-0.9304997583,-0.1879781324,0.016507169,0.1512766464,0.1170272233
RPS29,-0.9249216226,-0.2093469963,0.1669694308,0.329375756,0.5213994257
ARHGDIB,-0.9200558959,0.0623272401,0.2117768593,0.0478340951,0.261751237
RPS7,-0.9191308688,-0.6022277186,0.0399442341,0.3165627878,-0.1153343642
PPIA,-0.9148977522,-0.4472922314,0.2961834819,0.1565304271,0.0308066757
EIF3S10,-0.9104566358,0.0495500578,0.5590126033,0.1473917707,0.6957930492
CCT5,-0.9092764144,-0.1649209255,0.2635813689,0.269430352,0.2005433133
PGD,-0.9078975803,0.1976702523,0.1254456245,-0.0267848887,0.1776216626
BANF1,-0.9029013162,-0.1306878454,0.3852839345,0.5907473374,0.781674111
NSUN2,-0.9013254305,0.5416671171,-0.2222159171,0.5028866082,-0.6410644779
SPTBN1,-0.8946524144,-0.0713294748,0.0353446638,-0.2500281184,0.3719557016
,-0.8906951342,0.1779114396,0.6720300537,0.2229874566,0.3274776151
PRDX5,-0.8891301571,-0.6383791225,0.4594818871,0.1954985692,0.2671819232
VCP,-0.88823697,-0.0598471949,-0.096202783,0.2878699817,0.2360484338
NASP,-0.8881405612,-0.6517138311,0.238322804,-0.0854971163,0.5389673386
YWHAB,-0.8866945017,-0.3772701896,0.0623284891,-0.021866439,0.0469923266
CCT2,-0.8816956385,-0.3730058069,0.0758283451,-0.0463036681,0.2116001416
HSPE1,-0.881387611,-0.2411461752,-0.0004704104,0.4060077355,0.225777563
H2AFV,-0.8794000869,-0.1213430857,0.288779381,0.4584479222,0.4512715984
PTBP1,-0.8763185891,-0.1545627312,-0.7796311771,0.3188089911,0.1786542639
USP14,-0.8762169411,-0.1655387589,0.4040187889,0.5703991642,-0.5391899712
TMSB10,-0.8742656239,0.1651118092,0.3844976267,0.0600693568,0.2508092174
CCT7,-0.8655400083,-0.411322594,0.1215605486,0.2527771176,0.4042523788
WDR1,-0.8631628225,-0.1669296031,-0.1275781447,0.1213883872,0.0378924792
CCT4,-0.8622581137,-0.3474510578,0.1923944266,0.1864826882,0.3148666476
RPL4,-0.8606239168,-0.3441553713,0.0476971828,0.6242405251,0.2778273116
CAPG,-0.8564895138,-0.1682975369,-0.0546779332,-0.3380343731,0.200873842
HMG1L10,-0.8564708011,0.394842837,0.1606663638,0.412049203,0.1974428074
CLIC1,-0.8539801884,-0.0836976613,-0.0861602933,0.0303199926,-0.031745568
MCM6,-0.8536848523,0.2051348831,-0.1714489572,0.1105909653,-0.4310210222
RPS27A,-0.8487656505,-1.3280029443,0.0973756471,0.5557610655,-1.2078802755
YWHAZ,-0.8485731852,-0.2565440214,0.0171797204,0.1250521058,-0.0608535529
TCP1,-0.8476960051,-0.1484004758,0.3711270443,0.2886526764,-0.0714052685
THOC4,-0.8460681693,-0.2273576022,0.3046852013,0.5082380309,-0.0873103119
TKT,-0.8438709777,-0.369867778,0.3362306561,0.3225014011,0.4678904786
PSMA2,-0.8432670795,-0.1371702829,0.0777607647,0.3900120441,0.2232567463
CAPZA1,-0.8371381214,-0.2418990531,0.2253563308,0.0933734596,0.4261487447
HSP90AA1,-0.8347381699,-0.133895812,0.1081675991,0.20367643,0.2640180699
HDGF,-0.8243632485,-0.3529523715,-0.4108298064,0.3046785323,0.7219751888
ANP32C,-0.8224391703,-0.6866821347,0.0541409155,-0.2127438346,0.3045673827
GAPDH,-0.8219588429,-0.2724518852,0.0870414889,-0.0309110265,0.1014626573
SUB1,-0.8211801789,-0.2860900414,0.1569673232,0.3181716616,0.0205520555
MSN,-0.8205181744,0.2562685733,0.1588975486,0.3598448654,-0.0376620663
H2AFX,-0.818129997,0.5273034997,0.2683697503,0.0457274027,0.7192817863
SSB,-0.8179554572,-0.6590831951,0.2236186652,0.3849625924,0.5248211699
SMARCC2,-0.8136445981,-0.2636301908,-0.1924367855,0.6212178532,0.0659945444
OXCT1,-0.8106989253,-0.2612815197,0.0547028619,-0.311501601,-0.3829542587
